AmB,AuB,BMA,BmB,FrB,HeB,HKB,IsB,JaB,JoB,LnB,LxB,MeB,MoB,MxB,NYB,RiB,SiB,SPB,SyB,Tgt,TkB,TrB,WeB,ZuB,BxB,RJB,SPB,BeB,MwB,SeB,TpB,KLB,BkB,NBR,ViB
,,20440423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20440925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20441231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20450930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20451231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20460930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20461230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
