AmB,AuB,BeB,BkB,BMA,BmB,BxB,CoB,FrB,HeB,HKB,IsB,JaB,JoB,KLB,LnB,LxB,MeB,MoB,MwB,MxB,NBR,NYB,OsB,RiB,RJB,SeB,SiB,SPB,SyB,Tgt,TkB,TpB,TrB,StB,ViB,WeB,ZuB
,,,,20521012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20521229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20530928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20531228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20540927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20541227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
