AdB,AeB,AmB,AnB,AtB,AuB,BAB,BbB,BcB,BdB,BeB,BfB,BkB,BkS,BMA,BmB,BmS,BoB,BrB,BtB,BxB,CBT,Ced,ChS,CMF,CnB,CoB,DbB,DEL,DoB,DrB,DuB,Ecl,FrB,GeB,GTB,HaB,HaS,HeB,HKB,HKS,HmB,HoB,IsB,JaB,JaS,JoB,KdQ,KLB,KLS,LaB,LbB,LIF,LmB,LnB,LsB,LxB,MdB,MeB,MiB,MnB,MnS,MoB,MwB,MxB,NBR,Ndq,NSS,NYB,NYM,NYO,NYS,OSA,OsB,PaB,PCB,PeB,PrB,RiB,RJB,RkB,RmB,RTB,SaB,SeB,SeS,ShB,SiB,SiS,SoB,SOF,SOM,SON,SPB,StB,SxB,SyB,SyF,SzB,Tgt,TkB,TpB,TpS,TrB,TYO,ViB,WaB,WeB,WeS,XBR,ZaB,ZuB
20520610,20400101,20550101,20490519,20370501,20380208,20261225,20500502,20460430,20390408,20290101,20360208,20241210,20371210,20500530,20181107,20421225,20270705,20360523,20371117,20451012,20500530,,20561123,20561123,20460323,20351226,20441121,20490118,20570614,20490416,20351029,,20390411,20410801,20480706,20480213,20470405,20430327,20281002,20400614,20410802,20460425,20431029,20311113,20370317,20361225,20410501,20270208,20400201,20361119,20450102,20610411,20420501,20471226,20341101,20450623,20320319,20390314,20470425,20251231,20390124,20371012,20280107,20450407,20510214,20550906,20620126,20410218,20561123,20591127,20550906,20370720,20420501,20370714,20480217,20520126,20431117,20590521,20411225,20410418,20561208,20430804,20371208,20330505,20410501,20361003,20390408,20530501,20360101,,20650518,,20341102,20400510,20450410,20390425,20620126,20570528,,20250505,20330502,20371009,20360411,,20350514,20490503,20360206,20520102,20490302,20430528,20460514
20521007,20400115,20550416,20490701,20370525,20380423,20270101,20500810,20460501,20390411,20290212,20360225,20241231,20371231,20500704,20181108,20430126,20270720,20360602,20371224,20451102,20500704,,20561225,20561225,20460326,20351231,20441130,20490416,20571218,20490419,20351225,,20390519,20410905,20481109,20480214,20470429,20430330,20281004,20400702,20410902,20460611,20431112,20311225,20370403,20361226,20410506,20270224,20400213,20361120,20450208,20610502,20420728,20480101,20341201,20450815,20320325,20390408,20470501,20260101,20390407,20371111,20280110,20450501,20510331,20551125,20620324,20410527,20561225,20591225,20551125,20370811,20420515,20371111,20480218,20520304,20431224,20590522,20411231,20410419,20561225,20430805,20371225,20330506,20410506,20361006,20390502,20530519,20360303,,20651224,,20341115,20400606,20450501,20390613,20620324,20570827,,20250506,20330601,20380101,20360519,,20350524,20490617,20360411,20520206,20490416,20430622,20460801
20521225,20400325,20550419,20490702,20371028,20380426,20270208,20501003,20460601,20390530,20290213,20360328,20250101,20380101,20500905,20181121,20430309,20270816,20360721,20371225,20451115,20500905,,20570101,20570101,20460425,20360101,20441203,20490531,20580212,20490426,20351226,,20390530,20411225,20481225,20480217,20470430,20430501,20281026,20400921,20411111,20461025,20431113,20311226,20370428,20370101,20410507,20270310,20400214,20361225,20450410,20610530,20420729,20480403,20341208,20451101,20320326,20390411,20470815,20260102,20390408,20371225,20280223,20451102,20510421,20551224,20620327,20410704,20570101,20600101,20551224,20370921,20420526,20371225,20480219,20520419,20431225,20590525,20420101,20410422,20561226,20431019,20371231,20330606,20410507,20361007,20390809,20530602,20360418,,20651225,,20341120,20400622,20450518,20390801,20620327,20571225,,20250721,20330908,20380201,20360701,,20350815,20491101,20360414,20520419,20490421,20430625,20461225
20521226,20400805,20550427,20490715,20371225,20380607,20270209,20501226,20460618,20391031,20290214,20360401,20250212,20380219,20501010,20181123,20430326,20271018,20360815,20380101,20451130,20501010,,20570115,20570115,20460528,20360410,20450101,20490705,20580303,20490503,20351227,,20390609,20411226,20481228,20480218,20470501,20430507,20281225,20401001,20411225,20461225,20440101,20320101,20370501,20370403,20410606,20270311,20400326,20370101,20450427,20610829,20421008,20480406,20341225,20451225,20320527,20390425,20471101,20260217,20390829,20371228,20280308,20451120,20510501,20560117,20620425,20410902,20570115,20600119,20560117,20370922,20421224,20380101,20480403,20520422,20440101,20590923,20420120,20410425,20570101,20431225,20380101,20330815,20410606,20361008,20391019,20531110,20360421,,20651231,,20341225,20401224,20450529,20391003,20620425,20571226,,20250811,20330909,20380202,20360804,,20351026,20491111,20360425,20520422,20490617,20430805,20461226
20530101,20401007,20550505,20490830,20380101,20381025,20270324,20501227,20460815,20391101,20290215,20360408,20250407,20380406,20501111,20181225,20430327,20271101,20361111,20380106,20451225,20501111,,20570219,20570219,20460611,20360411,20450130,20490906,20580325,20490614,20360101,,20391003,20411231,20490101,20480422,20470902,20430619,20281226,20401015,20411226,20461226,20440519,20320113,20370514,20370406,20410815,20270517,20400501,20370127,20450501,20611226,20421208,20480504,20350101,20451226,20321012,20390613,20471225,20260320,20391020,20380101,20280501,20451212,20510601,20560221,20620612,20411014,20570219,20600216,20560221,20370923,20421225,20380423,20480501,20520425,20440415,20600303,20420217,20410501,20570423,20431228,20380423,20330907,20410815,20370101,20391115,20531225,20360501,,20660101,,20341229,20401225,20450608,20391226,20620612,20580101,,20250915,20331010,20380203,20360901,,20351101,20500106,20360602,20520425,20490907,20431008,20470101
20530127,20401008,20550527,20490908,20380106,20381227,20270325,20510102,20461130,20391226,20290216,20360411,20250414,20380413,20501124,20190219,20430414,20271115,20361225,20380423,20451229,20501124,,20570420,20570420,20460806,20360414,20450613,20491111,20580326,20490723,20360317,,20391226,20420101,20490125,20480430,20480101,20431224,20290101,20401225,20420101,20470101,20440715,20320114,20370529,20370427,20410909,20270520,20400525,20370202,20450502,20611227,20421225,20480525,20350206,20460101,20321101,20390923,20471226,20260402,20391101,20380104,20280508,20451225,20510907,20560331,20621225,20411111,20570420,20600416,20560331,20371012,20421226,20380426,20481103,20520603,20440418,20600304,20420218,20410530,20570425,20440101,20380521,20330908,20410909,20370102,20391226,20540101,20360506,,20660409,,20350101,20401226,20451003,20391227,20621225,20580412,,20250923,20340102,20380204,20361013,,20351224,20500411,20361027,20520603,20491012,20431225,20470102
20530310,20401009,20550607,20490909,20380308,20381228,20270326,20510126,20461225,20400315,20290404,20360414,20250415,20380414,20501226,20190304,20430417,20271208,20361226,20380426,20460101,20501226,,20570528,20570528,20461001,20360509,20450814,20491125,20580327,20490802,20360411,,20400330,20420102,20490303,20480501,20480212,20431225,20290213,20401226,20420404,20470128,20440824,20320115,20370601,20370501,20410910,20270607,20400831,20370216,20450815,20620102,20430101,20480831,20350323,20460323,20321109,20391101,20480101,20260403,20391130,20380423,20280509,20460101,20511012,20560529,20621226,20411128,20570528,20600531,20560529,20371103,20430101,20380603,20481104,20520930,20440705,20600307,20420404,20410610,20570501,20440307,20380628,20330909,20410910,20370216,20400102,20540209,20360526,,20660412,,20350125,20401231,20451101,20400102,20621226,20580415,,20251013,20340217,20380205,20361111,,20351225,20500503,20361225,20521028,20491102,20440101,20470412
20530404,20401202,20560331,20490910,20380325,20390103,20270402,20510331,20461226,20400316,20290430,20360429,20250501,20380415,20510102,20190321,20430421,20271231,20370101,20380705,20460205,20510102,,20570704,20570704,20461225,20360522,20450815,20491126,20580328,20491227,20360414,,20400402,20420404,20490416,20480902,20480213,20440101,20290214,20410101,20420530,20470211,20440825,20320116,20370817,20370616,20410911,20270816,20400917,20370217,20451031,20620324,20430102,20481225,20350425,20460326,20321206,20391226,20480106,20260409,20391208,20380524,20280612,20460205,20511102,20560704,20630101,20411225,20570704,20600705,20560704,20371123,20430326,20380614,20481105,20521225,20440706,20600509,20420421,20410617,20570629,20440314,20380716,20331003,20410911,20370217,20400213,20540210,20360908,,20660531,,20350205,20410101,20451225,20400126,20630101,20580506,,20251103,20340220,20380208,20361225,,20351226,20500609,20361226,20521225,20491115,20440106,20470415
20530407,20401203,20560403,20491029,20380423,20390104,20270525,20510403,20470101,20400330,20290501,20360501,20250512,20380503,20510116,20190401,20430501,20280110,20370403,20380901,20460206,20510116,,20570903,20570903,20461226,20360523,20450816,20491224,20580602,20491228,20360505,,20400501,20420407,20490419,20490101,20480214,20440106,20290215,20410201,20420616,20470311,20440826,20320211,20370908,20370810,20411003,20270831,20400924,20370218,20451101,20620327,20430326,20481228,20350501,20460501,20321208,20391227,20480406,20260501,20391226,20380624,20281106,20460319,20511115,20560904,20630126,20420101,20570903,20600906,20560904,20371231,20430327,20380714,20481110,20521226,20440928,20600510,20420423,20410805,20570815,20440415,20380917,20340220,20411003,20370218,20400214,20540327,20360922,,20661224,,20350206,20410419,20451226,20400330,20630126,20580509,,20251124,20340221,20380301,20361226,,20360101,20500815,20370101,20521226,20491231,20440418,20470501
20530425,20401213,20560427,20500519,20380426,20390131,20270621,20510425,20470102,20400402,20290618,20360509,20250701,20380518,20510220,20190406,20430907,20280320,20370406,20380915,20460323,20510220,,20571122,20571122,20470101,20360602,20451021,20491231,20580603,20500103,20360602,,20400510,20420501,20490517,20490201,20480217,20440415,20290330,20410204,20420731,20470412,20440830,20320322,20371109,20370924,20411009,20270916,20401008,20370428,20451225,20620501,20430327,20490101,20350524,20460503,20330106,20400102,20480501,20260527,20391230,20380701,20290101,20460322,20511225,20561123,20630413,20420120,20571122,20601125,20561123,20380101,20430330,20381101,20481208,20530101,20441028,20600511,20420501,20411224,20571101,20440418,20381011,20340221,20411009,20370219,20400330,20540501,20361224,,20661231,,20350323,20410422,20460101,20400402,20630413,20580527,,20251231,20340222,20380405,20370101,,20360414,20501101,20370102,20530101,20500221,20440616,20470523
20530609,20401215,20560511,20500620,20380614,20390207,20270709,20510501,20470124,20400430,20290924,20360815,20250710,20380701,20510331,20190417,20431002,20280413,20370501,20381101,20460501,20510331,,20571225,20571225,20470128,20360605,20451022,20500117,20580604,20500126,20360804,,20400521,20420515,20490614,20490202,20480218,20440418,20290402,20410404,20420801,20470415,20441031,20320326,20371110,20371216,20411225,20271028,20401009,20370501,20451226,20620529,20430501,20490416,20350613,20460514,20330414,20400126,20480602,20260612,20400329,20380906,20290102,20460323,20520101,20561225,20630416,20420217,20571225,20601224,20561225,20380111,20430501,20381111,20481225,20530127,20441117,20600923,20420605,20411225,20571225,20440606,20381101,20340301,20411225,20370220,20400501,20540522,20361225,,20670401,,20350501,20410501,20460323,20400425,20630416,20580826,,20260101,20340227,20380406,20370216,,20360501,20501111,20370119,20530102,20500222,20440622,20470603
20531006,20410101,20560522,20500621,20381028,20390408,20270816,20510816,20470422,20400501,20291001,20360919,20250728,20380716,20510529,20190419,20431013,20280414,20370514,20381117,20460524,20510529,,20580101,20580101,20470311,20361224,20451130,20500408,20580605,20500408,20361027,,20400531,20420526,20490705,20490203,20480422,20440526,20290404,20410419,20420901,20470416,20441101,20320412,20371111,20371225,20411231,20280126,20401225,20370529,20460101,20620828,20430629,20490419,20350815,20460815,20330415,20400312,20481208,20260821,20400330,20381011,20290103,20460501,20520304,20570101,20630425,20420526,20580101,20610117,20570101,20380211,20430507,20390408,20490101,20530303,20441226,20610220,20421120,20411226,20571226,20440701,20381208,20340501,20411231,20370406,20400525,20540716,20361226,,20670404,,20350524,20410530,20460326,20400611,20630425,20581225,,20260102,20340228,20380430,20370403,,20360522,20501226,20370206,20530206,20500408,20440805,20470801
20531225,20410725,20561225,20500622,20390106,20390411,20271011,20511002,20470501,20400521,20291002,20360929,20250812,20380728,20510704,20190501,20431102,20280501,20370515,20381224,20460907,20510704,,20580121,20580121,20470412,20361225,20451202,20500530,20580606,20500411,20361225,,20401003,20420801,20491115,20490204,20480430,20440624,20290501,20410422,20421111,20470425,20441102,20320506,20371112,20380101,20420101,20280127,20410101,20370601,20460102,20621225,20430728,20490503,20351005,20461101,20330502,20400330,20481225,20260831,20400409,20381111,20290104,20461102,20520305,20570115,20630611,20420704,20580121,20610221,20570115,20380223,20430518,20390411,20490301,20530404,20450407,20610221,20421225,20420101,20580101,20440801,20381231,20340505,20420101,20370501,20400809,20540810,20361231,,20670523,,20350709,20410606,20460501,20400806,20630611,20581226,,20260112,20340404,20380607,20370518,,20360602,20510106,20370403,20530404,20500421,20440815,20471225
20531226,20410926,20561226,20500715,20390228,20390425,20271208,20511225,20470610,20400820,20291003,20361002,20251013,20380812,20510904,20190518,20431113,20280529,20370525,20390106,20461012,20510904,,20580218,20580218,20470415,20361226,20451203,20500704,20581218,20500425,20361226,,20401224,20420911,20491227,20490205,20480501,20441206,20290521,20410501,20421225,20470610,20441103,20320525,20371113,20380322,20420121,20280201,20410104,20370831,20460208,20621226,20430729,20490531,20351101,20461225,20330516,20400402,20490101,20261130,20400501,20381227,20290105,20461119,20520419,20570219,20631225,20420901,20580218,20610408,20570219,20380429,20431224,20390519,20490302,20530407,20450410,20610222,20421231,20420403,20580415,20440802,20390408,20340525,20420121,20370618,20401008,20541030,20370101,,20671226,,20350907,20410621,20460503,20401001,20631225,20590101,,20260211,20340405,20380913,20370701,,20360612,20510403,20370406,20530407,20500609,20441101,20471226
20540101,20410928,20570101,20500829,20390325,20390606,20271224,20511226,20470815,20401022,20291004,20361018,20251023,20381013,20511009,20190605,20431116,20280619,20370721,20390408,20461102,20511009,,20580412,20580412,20470425,20361231,20460101,20500905,20590211,20500502,20361229,,20401225,20421225,20491228,20490412,20480902,20441226,20290702,20410507,20421226,20471024,20450501,20320601,20371225,20380423,20420122,20280209,20410118,20370916,20460326,20630101,20431008,20490830,20351224,20461226,20330616,20400425,20490106,20261208,20400514,20381228,20290108,20461212,20520501,20570420,20631226,20421013,20580412,20610530,20570420,20380503,20431225,20390530,20490303,20530425,20450501,20610428,20430101,20420404,20580425,20440803,20390627,20340531,20420122,20370619,20401225,20541225,20370303,,20680420,,20351012,20411224,20460514,20401225,20631226,20590328,,20260223,20340501,20381011,20370803,,20360815,20510501,20370427,20530425,20500907,20441226,20480101
20540126,20411130,20570420,20500830,20390415,20391024,20271231,20520101,20471225,20401023,20291005,20361020,20251205,20381025,20511123,20190812,20431225,20280626,20371111,20390411,20461115,20511123,,20580527,20580527,20470527,20370101,20460602,20501108,20590302,20500613,20370101,,20401226,20421226,20500103,20490430,20490101,20450106,20291001,20410603,20430101,20471225,20450519,20320817,20371231,20380426,20420123,20280214,20410201,20371026,20460427,20630413,20431208,20491227,20351225,20470101,20330725,20400611,20490419,20261224,20400612,20390103,20290223,20461225,20520620,20570528,20640101,20421111,20580527,20610704,20570528,20380504,20440101,20390714,20490416,20530602,20450508,20610501,20430120,20420407,20580501,20441021,20390815,20340606,20420123,20370924,20410101,20550101,20370403,,20680423,,20351102,20411225,20460524,20401226,20640101,20590331,,20260320,20340619,20381231,20370907,,20361208,20510503,20370601,20530602,20501012,20450106,20480102
